DOORS ID,Taipei Circle Line Alarm List (English),Taipei Circle Line Alarm List (Chinese),TWC,CBTC,WSP,MLK,Core,LATS,PSD,SCADA,PSIS,VHD,ALARM EQUATE,Alarm Description (English),Alarm Description (Chinese),Alarm Code Prefix,PRI,Train Status,Territory-Based Y/N,Routing,ACK Policy,Inactive Policy,Inactive Condition,Source Mapping,Subsystem ,Feature,Related Work Item,"""Fixed"" 
Release(s)",Notes
ATS_GA_AL-96,<TID> At <TRACKING LOC>: Error Reply Was Received For Creation Request,,,,,,X,,,,,,VR_VR_TRAIN_NOT_CREATED_ERROR_RPLY,"Alarm generated when VR sends an error reply to a request for train creation,",,A105,5,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Timed,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,NA,NA,CORE,
ATS_GA_AL-97,<PVID><TID> At <TRACKING LOC>: DID <DID> Is Not Set; Error Reply Received For Request,,,,,,X,,,,,,VRDIDNOTSET,Alarm generated by VR when an error is received in response to a Set DID request.,,A106,5,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Timed,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,NA,NA,CORE,
ATS_GA_AL-98,<PVID><TID> At <TRACKING LOC>: DID <DID> Is Not Set; CP Is Not In Automatic Mode,,,,,,X,,,,,,VRDIDNOTSETNODID_CPNOTAUTO,Alarm generated by VR when a location (CP) is not in automatic mode and a destination id (DID) change is scheduled to take place.,,A107,4,Minor,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Timed,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,NA,NA,CORE,
ATS_GA_AL-99,<PVID><TID> At <TRACKING LOC>: DID <DID> Is Not Set; Vehicle Is Not In Automatic Mode,,,,,,X,,,,,,VRDIDNOTSETNODID_VEHNOTAUTO,Alarm generated by VR when the vehicle is not in automatic mode and a destination id (DID) change is scheduled to take place.,,A108,4,Minor,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Timed,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,NA,NA,CORE,
,Safety-related Platform Skip Status ON Received For <LOCATION> Without ATS Request,,,X,,,,,,,,,,"With the exception of the initial indication received following startup of the ATS System or restoration of communications with the CBTC Subsystem, this alarm is presented anytime a Safety-Related Platform Skip ON indication is received that was not requested through the ATS Subsystem.",,A120,2,NA,Y,"User(s) of the following type who own the territory where the alarm event occurred,
Dispatcher, SysManager, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,ATS and CBTC Safety-Related Platform Skip states are in correspondence.,Misc ATS,ATS,Manage Fire Detection,"8077/
3340",4.5,
, Safety-related Platform Skip Status OFF Received For <LOCATION> Without ATS Request,,,X,,,,,,,,,,"With the exception of the initial indication received following startup of the ATS System or restoration of communications with the CBTC Subsystem, this alarm is presented anytime a Safety-Related Platform Skip OFF indication is received that was not requested through the ATS Subsystem.",,A121,2,NA,Y,"User(s) of the following type who own the territory where the alarm event occurred,
Dispatcher, SysManager, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,ATS and CBTC Safety-Related Platform Skip states are in correspondence.,Misc ATS,ATS,Manage Fire Detection,"8077/
3340",4.5,
,Safety-related Platform Hold Status ON Received For <LOCATION> Without ATS Request,,,X,,,,,,,,,,"With the exception of the initial indication received following startup of the ATS System or restoration of communications with the CBTC Subsystem, this alarm is presented anytime a Safety-Related Platform Hold ON indication is received  that was not requested through the ATS Subsystem.",,A122,2,NA,Y,"User(s) of the following type who own the territory where the alarm event occurred,
Dispatcher, SysManager, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,ATS and CBTC Safety-Related Platform Hold states are in correspondence.,Misc ATS,ATS,Manage Fire Detection,"8077/
3340",4.5,
,Safety-related Platform Hold Status ON Received For <LOCATION> Without ATS Request,,,X,,,,,,,,,,"With the exception of the initial indication received following startup of the ATS System or restoration of communications with the CBTC Subsystem, this alarm is presented anytime a Safety-Related Platform Hold OFF indication is received  that was not requested through the ATS Subsystem.",,A123,2,NA,Y,"User(s) of the following type who own the territory where the alarm event occurred,
Dispatcher, SysManager, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,ATS and CBTC Safety-Related Platform Hold states are in correspondence.,Misc ATS,ATS,Manage Fire Detection,"8077/
3340",4.5,
,<PVID><TID> At <TRACKING LOC>  Is Arriving At Depot ,,,,,,X,,,,,,,Alarm generated when a train with a depot DID is moving and its occupancy is at a configured transfer track near the depot. ,,A125,3,NA,Y,User(s) who own the depot territory adjacent to the entry point of the mainline.,Manual,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,NA,33418,4.13,
,<PVID><TID> At <TRACK SEGMENT> Is Departing From Depot ,,,,,,X,,,,,,,Alarm generated when a train with a mainline DID is moving and its occupancy is a configured transfer track near the mainline.  ,,A126,3,NA,Y,User(s) who own the depot territory adjacent to the entry point of the mainline.,Manual,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,NA,33418,4.13,
,"Acclimation Time for <VEHICLETYPE> Vehicles has changed. Previous: <INT1>, New: <INT2>",,,X,,,,,,,,,,"Reported any time the Acclimation Time  that is in effect for a given vehicle type is changed.
<VEHICLETYPE> is the type of vehicle (for example ZELC)",,A127,5,NA,N,"Dispatchers, SysManager, Supervisor, Instructor, Trainee",Automatic,Timed(600),NA,NA,VR,Time Range Regulation Strategies,33419,UNRELEASED,
,<TID> <PVID> Is Stopped At Technical Area at <TRACKING LOC>,,,,,,X,,,,,,,This alarm is presented when a train is indicated as stopped at a non-platform related Operational Stopping Point and the ATS Subsystem recognizes the Operational Stopping Point as a Technical Area.,,A128,2,NA,Y,"Dispatchers, SysManager, Supervisor, Instructor, Trainee",Manual,Inactive Condition,"Dispatcher request to ‘Open Doors at Technical Area’.
Dispatcher request to ‘Resume Mission’.
",Misc ATS,ATS,Technical Area Mission Management,27203,4.12,
,<TID> <PVID> Has Left Technical Area At <TRACKING LOC>  Without Authorization,,,,,,X,,,,,,,"This alarm is presented when a train at a Technical Area leaves the Technical Area without a dispatcher instruction to Resume Mission (if the doors are indicated closed), Assign a new mission (If the doors are indicated closes) or Close Doors if the doors are indicated open.",,A129,1,NA,Y,"Dispatchers, SysManager, Supervisor, Instructor, Trainee",Manual,Inactive when Acked,Inactive when Acked,Misc ATS,ATS,Technical Area Mission Management,27203,4.12,
,Doors indicating open for <TID><PVID> at Technical Area at <TRACKING LOC>,,,X,,,,,,,,,,Alarm presented when the ATS Subsystem receives an indication that the doors on a train stopped at a Technical Area are open when they were previously indicating closed and an abnormal door opening condition is not reported.,,A130,2,NA,Y,"Dispatchers, SysManager, Supervisor, Instructor, Trainee",Manual,Inactive Condition,Inactive Condition,Misc ATS,ATS,Technical Area Mission Management,27203,4.12,
,<USER TITLE> <CONSOLE> Request <LOCATION> Transfer from <USER TITILE> <CONSOLE>,,,,X,,,,,,,,,Alarm generated as a result of an ATS User  (OCC/BOCC) requesting a territory control from an ATS User (BOCC/OCC) or within the same location.,,A131,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,Coopervative Mechanism,3857,UNRELEASED,
,<USER TITLE> <CONSOLE> Granted <LOCATION> to <USER TITLE> <CONSOLE>,,,,X,,,,,,,,,"Alarm generated as a result of a control transfer granted by an ATS User at (OCC/BOCC) to an ATS User at (BOCC/OCC) or within the same location.
",,A132,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,Coopervative Mechanism,3857,UNRELEASED,
,<USER TITLE> <CONSOLE> Denied <LOCATION> to <USER TITLE> <CONSOLE>,,,,X,,,,,,,,,"Alarm generated as a result of a control transfer denied by an ATS User at (OCC/BOCC) to an ATS User at (BOCC/OCC) or within the same location.
",,A133,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,Coopervative Mechanism,3857,UNRELEASED,
,No Response from <USER TITLE> <CONSOLE> for <LOCATION> Request by <USER TITLE> <CONSOLE>  ,,,,X,,,,,,,,,"Alarm generated as a result of a control transfer request when the request timer expires and no response (Grant or Deny) was received from the ATS User at OCC or BOCC.

",,A134,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Timeout (configured time),configured time elapsed,Misc ATS,ATS,Coopervative Mechanism,3857,UNRELEASED,
,FRONTAM Equipment Status is Functional Failure,,,X,,,,,,,,,,Alarm generated when the FRONTAM reports an equipment Status of Functional Failure,,A137,1,NA,N,"Dispatchers, Supervisor, Maintainers, Instructor, Trainee",Manual,Inactive Condition,FRONTAM reports an equipment Status other than Functional Failure,CBTC Message Type 107,CBTC,Diagnosis Management,93872,,
,FRONTAM Equipment Status is Technical Failure,,,X,,,,,,,,,,Alarm generated when the FRONTAM reports an equipment Status of Technical Failure,,A138,4,NA,N,"Dispatchers, Supervisor, Maintainers, Instructor, Trainee",Automatic,Inactive Condition,FRONTAM reports an equipment Status other than Technical Failure,CBTC Message Type 107,CBTC,Diagnosis Management,93872,,
 ,FRONTAM Equipment Status is Functional Failure,,,X,,,,,,,,,,Alarm generated when the FRONTAM reports an equipment Status of Functional Failure,,A139,1,NA,N,"Dispatchers, Supervisor, Maintainers, Instructor, Trainee",Manual,Inactive Condition,FRONTAM reports an equipment Status other than Functional Failure,CBTC Message Type 107,CBTC,Diagnosis Management,"93872
16008",,
 ,FRONTAM Equipment Status is Technical Failure,,,X,,,,,,,,,,Alarm generated when the FRONTAM reports an equipment Status of Technical Failure,,A140,4,NA,N,"Dispatchers, Supervisor, Maintainers, Instructor, Trainee",Automatic,Inactive Condition,FRONTAM reports an equipment Status other than Technical Failure,CBTC Message Type 107,CBTC,Diagnosis Management,"93872
16008",,
,<LOCATION> <DEVICE> Request For Maintenance Exclusion Received,,,,X,,X,,,,,,,Alarm generated when the ATS receives a [Switch Signal Track] Maintenance Exclusion Request indication is received from the interlocking in the 'Active' state.,,A141,2,NA,Y,"Dispatchers and Maintainers that own the territory where the device exists.
Instructors,
Trainee",Manual,Inactive Condition,The Maintenance Exclusion Request Indication transitions to 'Inactive' or 'Expired'.,IXL EIS,IXL,Maintenance Exclusion,28284,,
,<LOCATION> <DEVICE> Request For Maintenance Inclusion Received,,,,X,,X,,,,,,,Alarm generated when the ATS receives a [Switch Signal Track] Maintenance Inclusion Request indication is received from the interlocking in the 'Active' state.,,A142,2,NA,Y,"Dispatchers and Maintainers that own the territory where the device exists.
Instructors,
Trainee",Manual,Inactive Condition,The Maintenance Inclusion Request indication transitions to 'Inactive' or 'Expired',IXL EIS,IXL,Maintenance Exclusion,28284,,
,<LOCATION> <DEVICE> Invalid Request For Maintenance Exclusion,,,,X,,X,,,,,,,Alarm generated when Operational Exclusion is applied or Maintenance Exclusion is indicated at the time the Maintenance Exclusion Request indication is received,,A143,4,NA,Y,"Dispatchers and Maintainers that own the territory where the device exists.
Instructors,
Trainee",Automatic,Timed,Goes Inactive after 60 seconds.,IXL EIS,IXL,Maintenance Exclusion,28284,,
,<LOCATION> <DEVICE> Invalid Request For Maintenance Inclusion,,,,X,,X,,,,,,,Alarm generated when Operational Exclusion is NOT applied or Maintenance Exclusion is NOT indicated at the time the Maintenance Inclusion Request indication is received,,A144,4,NA,Y,"Dispatchers and Maintainers that own the territory where the device exists.
Instructors,
Trainee",Automatic,Timed,Goes Inactive after 60 seconds.,IXL EIS,IXL,Maintenance Exclusion,28284,,
,<PVID><TID> At <TRACKING LOC> Dynamic Brake Test Request Has Been Automatically Disabled On Entering Into Revenue Service Area Without Performing The Requested Dynamic Brake Tests.,,,X,,,,,,,,,,Alarm generated when the train enters into revenue service area with the Enabled Dynamic Brake Test command still active.,,A146,2,NA,Y,"Dispatcher, Supervisor,  Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,Misc. ATS,CBTC,Dynamic Brake Test,40179,,
,<PVID><TID> At <TRACKING LOC>: Departed As Expected After Commanded To Close Doors And Depart ,,,,,,X,,,,,,,Alarm generated when VR detects that a train has departed as expected after the door closed.,,A147,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Timed,Inactive Timeout (configured time),configured time elapsed,Misc ATS,CBTC,Close Doors and Depart,96992,,
,<PVID><TID> At <TRACKING LOC>: Train Did Not Depart As Expected After Commanded To Close Doors and Depart,,,,,,X,,,,,,,Alarm generated when VR detects that a train does not depart as expected after the door was commanded to close.,,A148,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Always Inactive,NA,Misc ATS,CBTC,Close Doors and Depart,96992,,
ATS_GA_AL-106,PSDS At <LOCATION>: Doors Are Not In Local Control,,,,,,,,X,,,,C_PSDS_LOCAL_CNTL_STATUS$MD_PRIMARY_PRM_OFF,Alarm generated when no local control for platform screen doors is reported.,,D003,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Inactive When Acked,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-108,PSDS At <LOCATION>: Local Control Request Indication Is On,,,,,,,,X,,,,C_PSDS_LOCAL_REQ$MD_PRIMARY_IND_ON,Alarm generated when a PSDS Local Control Request Indication is reported. ,,D004,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Zero (HNL Cust. List designation),default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-111,PSDS At <LOCATION>: Emergency Door Reset Request Is Acknowledged,,,,,,,,X,,,,C1_PSDS_EMRG_RST_REQ_ACK$MD_PRIMARY_REQUEST_IND_ON,Alarm generated when a Class 1 PSDS Emergency Reset Request is acknowledged is reported.,,D005,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-114,PSDS At <LOCATION>: Door Reset Request Is Acknowledged,,,,,,,,X,,,,C1_PSDS_RESET_REQ_ACK$MD_PRIMARY_IND_ON,Alarm generated when a Class 1 PSDS Emergency Reset request is acknowledged.,,D006,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-122,PSDS At <TRACKING LOC>: Communication Link Failure,,,,,,,,X,,,,I_PSDS_COMM_LINK_FAIL$MD_PRIMARY_IND_ON,Alarm generated when a Platform Screen Doors Communication Link Failure indication is received.,,D018,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-126,PSDS At <LOCATION>: Emergency Opening,,,,,,,,X,,,,I_PSDS_DOOR_FAIL$MD_PRIMARY_IND_ON,Alarm generated when an Emergency PSD Opening has been detected at a PSD location .,,D022,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,ATS-PSDS ICDD,PSDS,Using Area Controller in CBTC (PSD),7682,4.8,
ATS_GA_AL-127,PSDS At <LOCATION>: Door Failed To Close,,,,,,,,X,,,,I_PSDS_DOOR_FAIL_TO_CLSD$MD_PRIMARY_IND_ON ,Alarm generated when the PSDS detects that a door has failed to close within 10 seconds from the receipt of the command to do so at the indicated station platform and door.,,D023,4,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Supervisor, SysManager, Maintainer, Instructor, Trainee",Ack Not Required,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-128,PSDS At <LOCATION>: Door Failed To Open,,,,,,,,X,,,,I_PSDS_DOOR_FAIL_TO_OPEN$MD_PRIMARY_IND_ON ,Alarm generated when the PSDS detects that a door has failed to open within 10 seconds from the receipt of the command to do so at the indicated station platform and door.,,D024,4,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Supervisor, SysManager, Maintainer, Instructor, Trainee",Ack Not Required,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-129,PSDS At <LOCATION>: Door Is Inhibited,,,,,,,,X,,,,I_PSDS_DOOR_INHIBITED$MD_PRIMARY_IND_ON ,Alarm generated as the result of a PSG Open Inhibit confirmed by MMS upon receipt of door Open Inhibit Command from ATC at the indicated station platform and door.,,D025,4,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager,  Maintainer, Instructor, Trainee",Ack Not Required,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
ATS_GA_AL-132,PSDS At <LOCATION>: Minor Fault,,,,,,,,X,,,,I_PSDS_DOOR_MINOR_FAULT$MD_PRIMARY_IND_ON ,Alarm generated when the indicated gate has a minor fault.  The gate should be checked by maintenance personnel during the next scheduled platform maintenance.,,D029,3,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager,  Maintainer, Instructor, Trainee",Manual,default,default,ATS-PSDS ICDD,PSDS,NA,NA,CORE,
